kanban_id,work_order_id,sales_order_id,part_no,work_center_id,process_id,process_seq,expected_start_time,actual_start_time,produce_status,planned_today_flag,started_today_flag,overdue_not_started_so_far_flag,overdue_4h_not_started_flag,started_on_time_today_flag,started_late_today_flag
S-W-20250923163601810-0081,T20-000965576,S11-250800036^1,30303357,B50063,S1,10,2025-10-28 15:50:21,,0,1,0,1,1,0,0
S-W-20250923163601810-0084,T20-000965575,S11-250800036^1,30303356,B50063,S1,10,2025-10-28 15:50:21,,0,1,0,1,1,0,0
S-W-20250923163601810-0091,T20-000965570,S11-250800036^1,30303319,B50063,S1,10,2025-10-28 15:50:21,,0,1,0,1,1,0,0
S-W-20250923163601810-0093,T20-000965569,S11-250800036^1,30303068,B50063,S1,10,2025-10-28 15:50:21,,0,1,0,1,1,0,0
S-W-20250923163601810-0095,T20-000965568,S11-250800036^1,30303062,B50063,S1,10,2025-10-28 15:50:21,,0,1,0,1,1,0,0
S-W-20250923163601810-0097,T20-000965567,S11-250800036^1,30303022,B50063,S1,10,2025-10-28 15:50:21,,0,1,0,1,1,0,0
S-W-20250923163601810-0100,T20-000965566,S11-250800036^1,30303007,B50063,S1,10,2025-10-28 15:50:21,,0,1,0,1,1,0,0
S-W-20250925110626752-0059,T20-000965852,S11-250800036^9,30403148,B50063,S1,10,2025-10-28 15:53:25,,0,1,0,1,1,0,0
S-W-20250925110626752-0065,T20-000965850,S11-250800036^9,30403144,B50063,S1,10,2025-10-28 15:53:25,,0,1,0,1,1,0,0
S-W-20250925110626752-0066,T20-000965849,S11-250800036^9,30403143,B50063,S1,10,2025-10-28 15:53:25,,0,1,0,1,1,0,0
S-W-20250925110626752-0067,T20-000965848,S11-250800036^9,30403141,B50063,S1,10,2025-10-28 15:53:25,,0,1,0,1,1,0,0
S-W-20250930204753356-0013,T20-000965006,S11-250900022^2,32103195,B50063,S1,10,2025-10-28 16:14:54,,2,1,0,1,1,0,0
S-W-20250930204753356-0019,T20-000965022,S11-250900022^2,41380213,B50063,S1,10,2025-10-28 16:14:54,,2,1,0,1,1,0,0
S-W-20250930204753356-0020,T20-000965023,S11-250900022^2,41380215,B50063,S1,10,2025-10-28 16:14:54,,2,1,0,1,1,0,0
S-W-20250925110626752-0085,T20-000965859,S11-250800036^9,31000344,B50063,S1,10,2025-10-28 16:26:49,,0,1,0,1,1,0,0
S-W-20250925110626752-0034,T20-000965862,S11-250800036^9,33503007,B50063,S1,10,2025-10-28 16:31:33,,0,1,0,1,1,0,0
S-W-20250925110626752-0036,T20-000965863,S11-250800036^9,33503021,B50063,S1,10,2025-10-28 16:31:33,,0,1,0,1,1,0,0
S-W-20250925110626752-0039,T20-000965865,S11-250800036^9,33903008,B50063,S1,10,2025-10-28 16:31:33,,0,1,0,1,1,0,0
S-W-20250925110626752-0044,T20-000965864,S11-250800036^9,33503171,B50063,S1,10,2025-10-28 16:31:33,,0,1,0,1,1,0,0
S-W-20250923163608000-0086,T20-000965844,S11-250800036^9,30303062,B50063,S1,10,2025-10-28 16:44:46,,0,1,0,1,1,0,0
S-W-20250923163609660-0048,T20-000965138,S11-250800033^1,34203129,B50063,S1,10,2025-10-28 16:52:17,,0,1,0,1,1,0,0
S-W-20250923163609660-0098,T20-000965123,S11-250800033^1,30303353,B50063,S1,10,2025-10-28 16:52:17,,0,1,0,1,1,0,0
S-W-20250923163609660-0101,T20-000965122,S11-250800033^1,30303352,B50063,S1,10,2025-10-28 16:52:17,,0,1,0,1,1,0,0
S-W-20250923163609660-0108,T20-000965120,S11-250800033^1,30303236,B50063,S1,10,2025-10-28 16:52:17,,0,1,0,1,1,0,0
S-W-20250923163609660-0110,T20-000965116,S11-250800033^1,30303102,B50063,S1,10,2025-10-28 16:52:17,,0,1,0,1,1,0,0
S-W-20250923163609660-0113,T20-000965115,S11-250800033^1,30303101,B50063,S1,10,2025-10-28 16:52:17,,0,1,0,1,1,0,0
S-W-20250923163609660-0116,T20-000965114,S11-250800033^1,30303068,B50063,S1,10,2025-10-28 16:52:17,,0,1,0,1,1,0,0
